symbol, date, time, open, high, low, close, volumn, 
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2012-08-07,00:00:00,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2012-08-06,00:00:00,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2012-08-03,00:00:00,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2012-08-02,00:00:00,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2012-08-01,00:00:00,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2012-07-31,00:00:00,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2012-07-30,00:00:00,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2012-07-27,00:00:00,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2012-07-26,00:00:00,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2012-07-25,00:00:00,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2012-07-24,00:00:00,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2012-07-23,00:00:00,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2012-07-20,00:00:00,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2012-07-19,00:00:00,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2012-07-18,00:00:00,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2012-07-17,00:00:00,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2012-07-16,00:00:00,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2012-07-13,00:00:00,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2012-07-12,00:00:00,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2012-07-11,00:00:00,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2012-07-10,00:00:00,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2012-07-09,00:00:00,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2012-07-06,00:00:00,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2012-07-05,00:00:00,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2012-07-04,00:00:00,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2012-07-03,00:00:00,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2012-07-02,00:00:00,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2012-06-29,00:00:00,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2012-06-28,00:00:00,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2012-06-27,00:00:00,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2012-06-26,00:00:00,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2010-10-10,00:02:10,100.00,100.00,100.00,100.00,10000
MRN,2012-06-25,00:00:00,100.00,100.00,100.00,100.00,10000
