symbol, date, time, open, high, low, close, volumn, 
VGL,2014-10-16,00:00:00,0.21,0.21,0.21,0.21,1050
VGL,2014-10-17,00:00:00,0.21,0.21,0.21,0.21,0
VGL,2014-10-20,00:00:00,0.23,0.23,0.23,0.23,1000
VGL,2014-10-21,00:00:00,0.23,0.23,0.23,0.23,0
VGL,2014-10-22,00:00:00,0.23,0.23,0.23,0.23,0
VGL,2014-10-23,00:00:00,0.23,0.23,0.23,0.23,0
VGL,2014-10-24,00:00:00,0.21,0.21,0.21,0.21,4824
VGL,2014-10-27,00:00:00,0.21,0.21,0.21,0.21,0
VGL,2014-10-28,00:00:00,0.21,0.21,0.21,0.21,16650
VGL,2014-10-29,00:00:00,0.21,0.21,0.21,0.21,0
VGL,2014-10-30,00:00:00,0.21,0.21,0.21,0.21,0
VGL,2014-10-31,00:00:00,0.21,0.21,0.21,0.21,0
VGL,2014-11-03,00:00:00,0.21,0.21,0.21,0.21,0
VGL,2014-11-04,00:00:00,0.21,0.21,0.21,0.21,0
VGL,2014-11-05,00:00:00,0.21,0.21,0.21,0.21,0
VGL,2014-11-06,00:00:00,0.21,0.21,0.21,0.21,0
VGL,2014-11-07,00:00:00,0.19,0.19,0.19,0.19,1000
VGL,2014-11-10,00:00:00,0.19,0.19,0.19,0.19,0
VGL,2014-11-11,00:00:00,0.19,0.19,0.19,0.19,0
VGL,2014-11-12,00:00:00,0.20,0.21,0.20,0.21,21500
VGL,2014-11-13,00:00:00,0.21,0.21,0.21,0.21,0
VGL,2014-11-14,00:00:00,0.21,0.21,0.21,0.21,0
VGL,2014-11-17,00:00:00,0.21,0.21,0.21,0.21,0
VGL,2014-11-18,00:00:00,0.21,0.21,0.21,0.21,0
VGL,2014-11-19,00:00:00,0.18,0.18,0.18,0.18,2000
VGL,2014-11-20,00:00:00,0.18,0.18,0.18,0.18,0
VGL,2014-11-21,00:00:00,0.18,0.18,0.18,0.18,0
VGL,2014-11-24,00:00:00,0.19,0.19,0.19,0.19,2000
VGL,2014-11-25,00:00:00,0.19,0.19,0.19,0.19,0
VGL,2014-11-26,00:00:00,0.19,0.19,0.19,0.19,0
VGL,2014-11-28,00:00:00,0.19,0.19,0.19,0.19,0
VGL,2014-12-01,00:00:00,0.19,0.19,0.19,0.19,0
VGL,2014-12-02,00:00:00,0.19,0.19,0.19,0.19,0
VGL,2014-12-03,00:00:00,0.19,0.19,0.19,0.19,0
VGL,2014-12-04,00:00:00,0.19,0.19,0.19,0.19,0
VGL,2014-12-05,00:00:00,0.19,0.19,0.19,0.19,0
VGL,2014-12-08,00:00:00,0.19,0.19,0.19,0.19,0
VGL,2014-12-09,00:00:00,0.19,0.19,0.19,0.19,0
VGL,2014-12-10,00:00:00,0.19,0.19,0.19,0.19,0
VGL,2014-12-11,00:00:00,0.19,0.19,0.19,0.19,0
VGL,2014-12-12,00:00:00,0.19,0.19,0.19,0.19,0
VGL,2014-12-15,00:00:00,0.19,0.19,0.19,0.19,0
VGL,2014-12-16,00:00:00,0.19,0.19,0.19,0.19,0
VGL,2014-12-17,00:00:00,0.19,0.19,0.19,0.19,0
VGL,2014-12-18,00:00:00,0.19,0.19,0.19,0.19,0
VGL,2014-12-19,00:00:00,0.19,0.19,0.19,0.19,0
VGL,2014-12-22,00:00:00,0.19,0.19,0.19,0.19,2000
VGL,2014-12-23,00:00:00,0.19,0.19,0.19,0.19,0
VGL,2014-12-24,00:00:00,0.19,0.19,0.15,0.17,16500
VGL,2014-12-26,00:00:00,0.17,0.17,0.17,0.17,0
VGL,2014-12-29,00:00:00,0.16,0.16,0.16,0.16,1000
VGL,2014-12-30,00:00:00,0.16,0.16,0.16,0.16,0
VGL,2014-12-31,00:00:00,0.16,0.16,0.16,0.16,0
VGL,2015-01-02,00:00:00,0.16,0.16,0.16,0.16,0
VGL,2015-01-05,00:00:00,0.16,0.16,0.16,0.16,0
VGL,2015-01-06,00:00:00,0.16,0.16,0.16,0.16,0
VGL,2015-01-07,00:00:00,0.16,0.16,0.16,0.16,0
VGL,2015-01-08,00:00:00,0.16,0.16,0.16,0.16,0
VGL,2015-01-09,00:00:00,0.16,0.16,0.16,0.16,0
VGL,2015-01-12,00:00:00,0.16,0.16,0.16,0.16,0
VGL,2015-01-13,00:00:00,0.16,0.16,0.16,0.16,0
VGL,2015-01-14,00:00:00,0.16,0.16,0.16,0.16,0
VGL,2015-01-15,00:00:00,0.15,0.15,0.15,0.15,500
VGL,2015-01-16,00:00:00,0.15,0.15,0.15,0.15,0
VGL,2015-01-20,00:00:00,0.15,0.15,0.15,0.15,0
VGL,2015-01-21,00:00:00,0.15,0.15,0.15,0.15,0
VGL,2015-01-22,00:00:00,0.15,0.15,0.15,0.15,0
VGL,2015-01-23,00:00:00,0.15,0.15,0.15,0.15,0
VGL,2015-01-26,00:00:00,0.15,0.15,0.15,0.15,0
VGL,2015-01-27,00:00:00,0.15,0.15,0.15,0.15,0
VGL,2015-01-28,00:00:00,0.15,0.15,0.15,0.15,0
VGL,2015-01-29,00:00:00,0.15,0.15,0.15,0.15,0
VGL,2015-01-30,00:00:00,0.15,0.15,0.15,0.15,0
VGL,2015-02-02,00:00:00,0.15,0.15,0.15,0.15,0
VGL,2015-02-03,00:00:00,0.15,0.15,0.15,0.15,0
VGL,2015-02-04,00:00:00,0.17,0.17,0.17,0.17,10000
VGL,2015-02-05,00:00:00,0.17,0.17,0.17,0.17,0
VGL,2015-02-06,00:00:00,0.17,0.17,0.17,0.17,0
VGL,2015-02-09,00:00:00,0.17,0.17,0.17,0.17,0
VGL,2015-02-10,00:00:00,0.17,0.17,0.17,0.17,0
VGL,2015-02-11,00:00:00,0.17,0.17,0.17,0.17,0
VGL,2015-02-12,00:00:00,0.17,0.17,0.17,0.17,0
VGL,2015-02-13,00:00:00,0.17,0.17,0.17,0.17,0
VGL,2015-02-17,00:00:00,0.17,0.17,0.17,0.17,0
VGL,2015-02-18,00:00:00,0.17,0.17,0.17,0.17,0
VGL,2015-02-19,00:00:00,0.17,0.17,0.17,0.17,0
VGL,2015-02-20,00:00:00,0.20,0.20,0.20,0.20,1300
VGL,2015-02-23,00:00:00,0.15,0.15,0.15,0.15,3000
VGL,2015-02-24,00:00:00,0.15,0.15,0.15,0.15,0
VGL,2015-02-25,00:00:00,0.15,0.15,0.15,0.15,0
VGL,2015-02-26,00:00:00,0.15,0.15,0.15,0.15,0
VGL,2015-02-27,00:00:00,0.15,0.15,0.15,0.15,0
VGL,2015-03-02,00:00:00,0.20,0.21,0.20,0.21,3000
VGL,2015-03-03,00:00:00,0.21,0.21,0.21,0.21,0
VGL,2015-03-04,00:00:00,0.21,0.21,0.21,0.21,0
VGL,2015-03-05,00:00:00,0.21,0.21,0.21,0.21,0
VGL,2015-03-06,00:00:00,0.21,0.21,0.21,0.21,0
VGL,2015-03-09,00:00:00,0.21,0.21,0.21,0.21,0
VGL,2015-03-10,00:00:00,0.21,0.21,0.21,0.21,0
VGL,2015-03-11,00:00:00,0.21,0.21,0.21,0.21,0
VGL,2015-03-12,00:00:00,0.21,0.21,0.21,0.21,0
VGL,2015-03-13,00:00:00,0.21,0.21,0.21,0.21,0
VGL,2015-03-16,00:00:00,0.21,0.21,0.21,0.21,0
VGL,2015-03-17,00:00:00,0.21,0.21,0.21,0.21,0
VGL,2015-03-18,00:00:00,0.21,0.21,0.21,0.21,0
VGL,2015-03-19,00:00:00,0.21,0.21,0.21,0.21,0
VGL,2015-03-20,00:00:00,0.21,0.21,0.21,0.21,0
VGL,2015-03-23,00:00:00,0.21,0.21,0.21,0.21,0
VGL,2015-03-24,00:00:00,0.21,0.21,0.21,0.21,0
VGL,2015-03-25,00:00:00,0.21,0.21,0.21,0.21,0
VGL,2015-03-26,00:00:00,0.21,0.21,0.21,0.21,0
VGL,2015-03-27,00:00:00,0.21,0.21,0.21,0.21,0
VGL,2015-03-30,00:00:00,0.18,0.18,0.18,0.18,572
VGL,2015-03-31,00:00:00,0.18,0.18,0.18,0.18,0
VGL,2015-04-01,00:00:00,0.18,0.18,0.18,0.18,0
VGL,2015-04-02,00:00:00,0.18,0.18,0.18,0.18,0
VGL,2015-04-06,00:00:00,0.18,0.18,0.18,0.18,0
VGL,2015-04-07,00:00:00,0.18,0.18,0.18,0.18,0
VGL,2015-04-08,00:00:00,0.18,0.18,0.18,0.18,0
VGL,2015-04-09,00:00:00,0.20,0.20,0.20,0.20,500
VGL,2015-04-10,00:00:00,0.20,0.20,0.20,0.20,0
VGL,2015-04-13,00:00:00,0.20,0.20,0.20,0.20,0
VGL,2015-04-14,00:00:00,0.20,0.20,0.20,0.20,0
VGL,2015-04-15,00:00:00,0.20,0.20,0.20,0.20,0
VGL,2015-04-16,00:00:00,0.20,0.20,0.20,0.20,0
VGL,2015-04-17,00:00:00,0.20,0.20,0.20,0.20,0
VGL,2015-04-20,00:00:00,0.20,0.20,0.20,0.20,0
VGL,2015-04-21,00:00:00,0.20,0.20,0.20,0.20,0
VGL,2015-04-22,00:00:00,0.20,0.20,0.20,0.20,0
VGL,2015-04-23,00:00:00,0.20,0.20,0.20,0.20,0
VGL,2015-04-24,00:00:00,0.20,0.20,0.20,0.20,0
VGL,2015-04-27,00:00:00,0.20,0.20,0.20,0.20,0
VGL,2015-04-28,00:00:00,0.20,0.20,0.20,0.20,0
VGL,2015-04-29,00:00:00,0.20,0.20,0.20,0.20,0
VGL,2015-04-30,00:00:00,0.20,0.20,0.20,0.20,0
VGL,2015-05-01,00:00:00,0.20,0.20,0.20,0.20,0
VGL,2015-05-04,00:00:00,0.20,0.20,0.20,0.20,0
VGL,2015-05-05,00:00:00,0.18,0.18,0.18,0.18,500
VGL,2015-05-06,00:00:00,0.20,0.20,0.20,0.20,2224
VGL,2015-05-07,00:00:00,0.20,0.20,0.20,0.20,1800
VGL,2015-05-08,00:00:00,0.20,0.20,0.20,0.20,0
VGL,2015-05-11,00:00:00,0.20,0.20,0.20,0.20,0
VGL,2015-05-12,00:00:00,0.20,0.20,0.20,0.20,0
VGL,2015-05-13,00:00:00,0.20,0.20,0.20,0.20,0
VGL,2015-05-14,00:00:00,0.20,0.20,0.20,0.20,0
VGL,2015-05-15,00:00:00,0.20,0.20,0.20,0.20,0
VGL,2015-05-18,00:00:00,0.20,0.20,0.20,0.20,0
VGL,2015-05-19,00:00:00,0.20,0.20,0.20,0.20,10000
VGL,2015-05-20,00:00:00,0.20,0.20,0.20,0.20,0
VGL,2015-05-21,00:00:00,0.20,0.20,0.20,0.20,0
VGL,2015-05-22,00:00:00,0.20,0.20,0.20,0.20,0
VGL,2015-05-26,00:00:00,0.20,0.20,0.20,0.20,0
VGL,2015-05-27,00:00:00,0.20,0.20,0.20,0.20,0
